,Prompt,combined,Skor Label
97,ingin belajar seni digital dengan tutor di denpasar yang kreatif dan inspiratif,"jenis kelamin : perempuan provinsi : bali kabupaten/kota : denpasar interest : digital art bahasa : indonesia kriteria : mengajar seni digital dengan pengalaman 3 tahun , menggunakan alat digital modern .",4.0
98,butuh mentor untuk belajar cloud computing di balikpapan dengan pendekatan proyek,"jenis kelamin : laki-laki provinsi : kalimantan timur kabupaten/kota : balikpapan interest : cloud computing bahasa : inggris kriteria : mengajar cloud computing dengan fokus pada proyek praktis , pengalaman 6 tahun .",4.0
99,saya ingin belajar fotografi di palembang dengan tutor yang praktis dan ramah,"jenis kelamin : perempuan provinsi : sumatera selatan kabupaten/kota : palembang interest : photography bahasa : indonesia kriteria : mengajar fotografi dengan pengalaman 4 tahun , fokus pada teknik fotografi dasar .",4.0
100,mencari tutor untuk belajar ekonomi di banjarmasin yang bisa mengajar dengan kasus nyata,"jenis kelamin : laki-laki provinsi : kalimantan selatan kabupaten/kota : banjarmasin interest : economics bahasa : indonesia kriteria : mengajar ekonomi dengan pendekatan kasus nyata , pengalaman 5 tahun di bidangnya .",4.0
101,ingin belajar graphic design dengan tutor yang berpengalaman di malang,"jenis kelamin : perempuan provinsi : jawa timur kabupaten/kota : malang interest : graphic design bahasa : indonesia kriteria : mengajar graphic design dengan fokus pada aplikasi praktis , pengalaman 4 tahun .",4.0
102,butuh mentor untuk belajar artificial intelligence di depok dengan pendekatan praktis,"jenis kelamin : laki-laki provinsi : jawa barat kabupaten/kota : depok interest : artificial intelligence bahasa : indonesia kriteria : berpengalaman mengajar ai selama 8 tahun , fokus pada proyek praktis dan real-world applications .",3.0
103,mencari tutor untuk belajar deep learning di bekasi yang bisa mengajar dengan studi kasus,"jenis kelamin : perempuan provinsi : jawa barat kabupaten/kota : bekasi interest : deep learning bahasa : inggris kriteria : mengajar deep learning dengan metode studi kasus , berpengalaman 5 tahun di industri .",4.0
104,saya ingin belajar computer vision di solo dengan tutor yang berpengalaman,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : surakarta interest : computer vision bahasa : indonesia kriteria : mengajar computer vision dengan pengalaman 6 tahun , menggunakan proyek praktis .",4.0
105,mencari tutor untuk belajar ux/ui design di tangerang yang kreatif dan inovatif,"jenis kelamin : perempuan provinsi : banten kabupaten/kota : tangerang interest : ux/ui design bahasa : indonesia kriteria : mengajar ux/ui design dengan fokus pada kreativitas dan inovasi , pengalaman 3 tahun .",4.0
106,butuh mentor untuk belajar cybersecurity di batam yang praktis dan berpengalaman,"jenis kelamin : laki-laki provinsi : kepulauan riau kabupaten/kota : batam interest : cybersecurity bahasa : indonesia kriteria : mengajar cybersecurity dengan pendekatan praktis , pengalaman 6 tahun di industri .",4.0
107,ingin belajar blockchain di padang dengan tutor yang bisa mengajar secara praktis,"jenis kelamin : perempuan provinsi : sumatera barat kabupaten/kota : padang interest : blockchain bahasa : indonesia kriteria : mengajar blockchain dengan fokus pada aplikasi praktis , berpengalaman 4 tahun di proyek .",4.0
108,mencari tutor untuk belajar devops di pontianak dengan pendekatan praktis,"jenis kelamin : laki-laki provinsi : kalimantan barat kabupaten/kota : pontianak interest : devops bahasa : inggris kriteria : berpengalaman mengajar devops selama 5 tahun , fokus pada implementasi praktis .",4.0
109,saya ingin belajar nlp di manado dengan tutor yang berpengalaman di industri,"jenis kelamin : perempuan provinsi : sulawesi utara kabupaten/kota : manado interest : natural language processing bahasa : indonesia kriteria : mengajar nlp dengan pengalaman 6 tahun , berfokus pada aplikasi industri .",4.0
110,"tutor yang berpengalaman , komunikatif , dan menguasai materi dengan baik .","jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika bahasa : inggris kriteria : komunikatif , menguasai materi , sabar , telaten , dapat memotivasi siswa",4.0
111,telaten dalam memberikan bimbingan individual kepada siswa yang membutuhkan,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : fisika bahasa : indonesia kriteria : memiliki integritas tinggi dan menjaga standar etika serta profesionalisme dalam lingkungan pembelajaran,3.0
112,"mampu menciptakan lingkungan belajar yang inklusif , menghargai keragaman , dan mendorong kolaborasi antara siswa",jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : biologi bahasa : inggris kriteria : fleksibel dan responsif terhadap kebutuhan individual serta gaya belajar siswa,4.0
113,mampu menciptakan lingkungan belajar yang inklusif dan mendukung kolaborasi antar siswa,jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : kimia bahasa : indonesia dan inggris kriteria : telaten dalam memberikan bimbingan individual serta umpan balik yang konstruktif untuk meningkatkan pemahaman siswa,4.0
114,fleksibel dalam menyampaikan materi sesuai dengan gaya belajar siswa,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : matematika dan fisika bahasa : indonesia kriteria : memiliki pemahaman mendalam serta keahlian yang kuat dalam materi yang diajarkan,4.0
115,telaten dalam memberikan bimbingan individual serta umpan balik yang konstruktif untuk meningkatkan pemahaman siswa,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : biologi dan kimia bahasa : indonesia kriteria : sehat jasmani & rohani , sabar , memiliki pengalaman sukses mendampingi peserta yang lolos snbt , dan komunikatif",3.0
116,"berpengalaman dalam mengajar dengan pendekatan yang interaktif , memperhatikan kemajuan siswa secara personal , dan mendukung perkembangan mereka secara holistik","jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : kimia bahasa : inggris kriteria : bersikap komunikatif , ramah , dan mudah didekati oleh siswa",4.0
117,fleksibel dalam menyusun strategi pembelajaran yang sesuai dengan kebutuhan dan gaya belajar siswa,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : matematika bahasa : indonesia dan inggris kriteria : fleksibel dalam menyampaikan materi sesuai dengan gaya belajar siswa,5.0
118,telaten dalam memberikan bimbingan individual kepada siswa yang membutuhkan,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : fisika bahasa : indonesia kriteria : berpengalaman dalam memberikan penjelasan yang jelas , interaktif , dan mendukung kemajuan siswa",4.0
119,memiliki penguasaan materi yang mendalam dan mampu menjelaskan konsep-konsep yang kompleks dengan cara yang mudah dipahami,"jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : biologi bahasa : indonesia dan inggris kriteria : energetik , kreatif , dan selalu memberikan dorongan positif kepada siswa dalam proses pembelajaran",4.0
120,"berpengalaman dalam memberikan penjelasan yang jelas , interaktif , dan mendukung kemajuan siswa",jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : inggris kriteria : telaten dalam memberikan umpan balik konstruktif untuk memperbaiki pemahaman siswa,4.0
121,memiliki pemahaman mendalam serta keahlian yang kuat dalam materi yang diajarkan,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : matematika dan fisika bahasa : indonesia dan inggris kriteria : energetik dan dinamis dalam menyampaikan materi agar menarik perhatian siswa,4.0
122,"bersikap komunikatif , ramah , dan bersikap hangat terhadap siswa","jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : biologi dan kimia bahasa : indonesia dan inggris kriteria : fleksibel dalam metode pengajaran , adaptif terhadap kebutuhan siswa , serta memberikan dukungan ekstra saat diperlukan",4.0
123,memiliki kreativitas dalam merancang aktivitas pembelajaran yang menarik dan relevan dengan kehidupan sehari-hari,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : matematika bahasa : indonesia kriteria : berpengalaman dalam mengajar dengan pendekatan interaktif yang mendukung kemajuan siswa secara individu,4.0
124,"ahli dalam materi yang diajarkan , mampu menjelaskan dengan sederhana , sopan , tegas , dan memiliki kemampuan komunikasi yang baik","jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : fisika bahasa : inggris kriteria : mampu menciptakan lingkungan belajar yang aman , inklusif , dan mendorong kolaborasi antar siswa",3.0
125,"bersikap komunikatif , ramah , dan mudah didekati oleh siswa",jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : biologi bahasa : indonesia dan inggris kriteria : telaten dalam memberikan bimbingan individual kepada siswa yang membutuhkan,4.0
126,berpengalaman dalam mengajar siswa dari berbagai tingkatan kemampuan dan latar belakang,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : indonesia dan inggris kriteria : mampu menciptakan lingkungan belajar yang inklusif dan mendukung kolaborasi antar siswa,3.0
127,"menginspirasi siswa untuk belajar , memberikan penjelasan yang menarik dan relevan dengan kehidupan sehari-hari",jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : matematika dan fisika bahasa : indonesia dan inggris kriteria : mendorong siswa untuk mencapai potensi maksimal mereka melalui motivasi dan dorongan positif,4.0
128,memiliki passion dalam mengajar dan selalu bersemangat untuk membantu siswa belajar,jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : biologi bahasa : indonesia kriteria : fleksibel dalam menyusun strategi pembelajaran yang sesuai dengan kebutuhan dan gaya belajar siswa,4.0
129,mampu menilai dan mengevaluasi pembelajaran siswa dengan baik,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : inggris kriteria : komunikatif , memiliki pemahaman mendalam terhadap materi , sabar , telaten , dan mampu menginspirasi siswa",4.0
130,"berpengalaman dalam memberikan penjelasan yang jelas , interaktif , dan mendukung kemajuan siswa","jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : fisika bahasa : indonesia dan inggris kriteria : ahli dalam materi yang diajarkan , mampu menjelaskan dengan sederhana , sopan , tegas , dan memiliki kemampuan komunikasi yang baik",4.0
131,"mampu menciptakan lingkungan belajar yang inklusif , menghargai keragaman , dan mendorong kolaborasi antar siswa","jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : biologi bahasa : indonesia dan inggris kriteria : kemampuan menjelaskan yang mudah dipahami , menguasai materi , disiplin , berpengalaman dalam mengajar , dan memiliki kesabaran",3.0
132,memiliki kemampuan komunikasi yang baik dan sabar dalam membantu siswa,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : inggris kriteria : kesehatan jasmani dan rohani yang baik , kesabaran , pengalaman dalam membimbing peserta yang berhasil dalam ujian snbt , serta memiliki kemampuan komunikasi yang baik",4.0
133,memiliki sertifikasi mengajar internasional,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : matematika bahasa : indonesia kriteria : fleksibel dalam menyampaikan materi sesuai dengan gaya belajar siswa,3.0
134,energetik dan dinamis dalam menyampaikan materi agar menarik perhatian siswa,"jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : fisika bahasa : indonesia dan inggris kriteria : mampu menciptakan lingkungan belajar yang inklusif , menghargai keragaman , dan mendorong kolaborasi antara siswa",4.0
135,selalu up-to-date dengan perkembangan teknologi dan menggunakan teknologi dalam proses belajar mengajar,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : inggris kriteria : telaten dalam memberikan bimbingan individual serta umpan balik yang konstruktif untuk meningkatkan pemahaman siswa,4.0
136,fleksibel dalam menyusun strategi pembelajaran yang sesuai dengan kebutuhan dan gaya belajar siswa,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : indonesia kriteria : berpengalaman dalam mengajar dengan pendekatan yang interaktif , memperhatikan kemajuan siswa secara personal , dan mendukung perkembangan mereka secara holistik",4.0
137,"menjaga integritas tinggi dalam menjalankan tugasnya , mematuhi standar etika , dan menunjukkan profesionalisme dalam setiap interaksi dengan siswa dan lingkungan pembelajaran","jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika dan fisika bahasa : indonesia dan inggris kriteria : menjaga integritas tinggi dalam menjalankan tugasnya , mematuhi standar etika , dan menunjukkan profesionalisme dalam setiap interaksi dengan siswa dan lingkungan pembelajaran",5.0
138,telaten dalam memberikan umpan balik konstruktif untuk memperbaiki pemahaman siswa,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : inggris kriteria : energetik dan dinamis dalam menyampaikan materi agar menarik perhatian siswa,4.0
139,energetik dan dinamis dalam menyampaikan materi agar menarik perhatian siswa,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : indonesia kriteria : bersikap komunikatif , ramah , dan mudah didekati oleh siswa",4.0
140,mendorong siswa untuk mencapai potensi maksimal mereka melalui dorongan positif dan motivasi yang berkelanjutan,jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika bahasa : indonesia dan inggris kriteria : memiliki pemahaman mendalam serta keahlian yang kuat dalam materi yang diajarkan,3.0
141,"berpengalaman dalam memberikan penjelasan yang jelas , interaktif , dan mendukung kemajuan siswa",jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : fisika bahasa : indonesia kriteria : telaten dalam memberikan umpan balik konstruktif untuk memperbaiki pemahaman siswa,4.0
142,"menjaga integritas tinggi dalam menjalankan tugasnya , mematuhi standar etika , dan menunjukkan profesionalisme dalam setiap interaksi dengan siswa dan lingkungan pembelajaran","jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : biologi dan kimia bahasa : inggris kriteria : energetik , kreatif , dan selalu memberikan dorongan positif kepada siswa dalam proses pembelajaran",3.0
143,telaten dalam memberikan bimbingan individual kepada siswa yang membutuhkan,jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika dan fisika bahasa : indonesia dan inggris kriteria : fleksibel dalam menyampaikan materi sesuai dengan gaya belajar siswa,4.0
144,berpengalaman dalam mengajar siswa dari berbagai tingkatan kemampuan dan latar belakang,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : inggris kriteria : berpengalaman dalam memberikan penjelasan yang jelas , interaktif , dan mendukung kemajuan siswa",4.0
145,mampu menjalin komunikasi yang baik dengan orang tua siswa dan memberikan dukungan belajar yang maksimal,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : biologi bahasa : indonesia dan inggris kriteria : mampu menciptakan lingkungan belajar yang aman , inklusif , dan mendorong kolaborasi antar siswa",4.0
146,"mampu mengajar dengan berbagai metode pembelajaran , seperti ceramah , diskusi , presentasi , dan praktikum",jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : fisika bahasa : indonesia kriteria : telaten dalam memberikan bimbingan individual kepada siswa yang membutuhkan,3.0
147,fleksibel dalam menyampaikan materi sesuai dengan gaya belajar siswa,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : indonesia dan inggris kriteria : mampu menciptakan lingkungan belajar yang inklusif dan mendukung kolaborasi antar siswa,4.0
148,mendorong siswa untuk mencapai potensi maksimal mereka melalui motivasi dan dorongan positif,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : matematika dan fisika bahasa : indonesia dan inggris kriteria : mendorong siswa untuk mencapai potensi maksimal mereka melalui motivasi dan dorongan positif,5.0
149,"mampu menciptakan lingkungan belajar yang aman , inklusif , dan mendorong kolaborasi antar siswa",jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : biologi bahasa : indonesia kriteria : fleksibel dalam menyusun strategi pembelajaran yang sesuai dengan kebutuhan dan gaya belajar siswa,4.0
150,selalu up-to-date dengan perkembangan teknologi dan menggunakan teknologi dalam proses belajar mengajar,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : inggris kriteria : komunikatif , memiliki pemahaman mendalam terhadap materi , sabar , telaten , dan mampu menginspirasi siswa",3.0
151,mampu menciptakan lingkungan belajar yang inklusif dan mendukung kolaborasi antar siswa,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : fisika bahasa : indonesia dan inggris kriteria : ahli dalam materi yang diajarkan , mampu menjelaskan dengan sederhana , sopan , tegas , dan memiliki kemampuan komunikasi yang baik",3.0
152,"kemampuan menjelaskan yang mudah dipahami , menguasai materi , disiplin , berpengalaman dalam mengajar , dan memiliki kesabaran","jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : biologi bahasa : indonesia dan inggris kriteria : kemampuan menjelaskan yang mudah dipahami , menguasai materi , disiplin , berpengalaman dalam mengajar , dan memiliki kesabaran",5.0
153,"kesehatan jasmani dan rohani yang baik , kesabaran , pengalaman dalam membimbing peserta yang berhasil dalam ujian snbt , serta memiliki kemampuan komunikasi yang baik","jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : inggris kriteria : kesehatan jasmani dan rohani yang baik , kesabaran , pengalaman dalam membimbing peserta yang berhasil dalam ujian snbt , serta memiliki kemampuan komunikasi yang baik",5.0
154,memiliki pemahaman mendalam serta keahlian yang kuat dalam materi yang diajarkan,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : matematika bahasa : indonesia kriteria : fleksibel dalam menyampaikan materi sesuai dengan gaya belajar siswa,4.0
155,komunikatif dan responsif terhadap pertanyaan serta kebutuhan individu siswa,"jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : fisika bahasa : indonesia dan inggris kriteria : mampu menciptakan lingkungan belajar yang inklusif , menghargai keragaman , dan mendorong kolaborasi antar siswa",4.0
156,berpengalaman dalam mengajar dengan pendekatan interaktif yang mendukung kemajuan siswa secara individu,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : inggris kriteria : telaten dalam memberikan bimbingan individual serta umpan balik yang konstruktif untuk meningkatkan pemahaman siswa,4.0
157,"mampu menciptakan lingkungan belajar yang aman , inklusif , dan mendorong kolaborasi antar siswa",jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : indonesia kriteria : berpengalaman dalam mengajar dengan pendekatan interaktif yang mendukung kemajuan siswa secara individu,4.0
158,telaten dalam memberikan bimbingan individual serta umpan balik yang konstruktif untuk meningkatkan pemahaman siswa,"jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika dan fisika bahasa : indonesia dan inggris kriteria : menjaga integritas tinggi dalam menjalankan tugasnya , mematuhi standar etika , dan menunjukkan profesionalisme dalam setiap interaksi dengan siswa dan lingkungan pembelajaran",3.0
159,berpengalaman dalam mengajar dengan pendekatan interaktif yang mendukung kemajuan siswa secara individu,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : inggris kriteria : energetik dan dinamis dalam menyampaikan materi agar menarik perhatian siswa,4.0
160,menyediakan umpan balik konstruktif untuk membantu siswa memperbaiki pemahaman mereka,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : indonesia kriteria : bersikap komunikatif , ramah , dan mudah didekati oleh siswa",4.0
161,energetik dan dinamis dalam menyampaikan materi agar menarik perhatian siswa,jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : fisika bahasa : indonesia dan inggris kriteria : memiliki pemahaman mendalam serta keahlian yang kuat dalam materi yang diajarkan,4.0
162,"berpengalaman dalam memberikan penjelasan yang jelas , interaktif , dan mendukung kemajuan siswa",jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : indonesia kriteria : telaten dalam memberikan umpan balik konstruktif untuk memperbaiki pemahaman siswa,4.0
163,menyediakan bimbingan yang terstruktur serta memberikan dorongan positif untuk meningkatkan kepercayaan diri siswa,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : inggris kriteria : energetik , kreatif , dan selalu memberikan dorongan positif kepada siswa dalam proses pembelajaran",5.0
164,memiliki kemampuan komunikasi yang baik dan sabar dalam membantu siswa,jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika dan fisika bahasa : indonesia dan inggris kriteria : fleksibel dalam menyampaikan materi sesuai dengan gaya belajar siswa,4.0
165,fleksibel dan responsif terhadap kebutuhan individual serta gaya belajar siswa,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : inggris kriteria : berpengalaman dalam memberikan penjelasan yang jelas , interaktif , dan mendukung kemajuan siswa",4.0
166,telaten dalam memberikan bimbingan individual serta umpan balik yang konstruktif untuk meningkatkan pemahaman siswa,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : indonesia dan inggris kriteria : mampu menciptakan lingkungan belajar yang aman , inklusif , dan mendorong kolaborasi antar siswa",4.0
167,memiliki integritas tinggi dan menjaga standar etika serta profesionalisme dalam lingkungan pembelajaran,jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika bahasa : indonesia kriteria : telaten dan responsif terhadap pertanyaan serta kebutuhan individu siswa,3.0
168,mampu menciptakan suasana belajar yang kondusif dan menyenangkan bagi siswa,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : biologi bahasa : indonesia kriteria : memiliki kreativitas dalam merancang aktivitas pembelajaran yang menarik dan relevan dengan kehidupan sehari-hari,4.0
169,memiliki integritas tinggi dalam menjaga standar etika serta profesionalisme dalam lingkungan pembelajaran,jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : kimia bahasa : inggris kriteria : telaten dalam memberikan bimbingan individual kepada siswa yang membutuhkan,3.0
170,memiliki pemahaman mendalam serta keahlian yang kuat dalam materi yang diajarkan,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : matematika dan fisika bahasa : indonesia kriteria : memiliki integritas tinggi dalam menjaga standar etika serta profesionalisme dalam lingkungan pembelajaran,4.0
171,"bersikap komunikatif , ramah , dan bersikap hangat terhadap siswa",jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : biologi bahasa : indonesia dan inggris kriteria : berpengalaman dalam mengajar dengan pendekatan yang interaktif dan mendukung kemajuan siswa secara personal,4.0
172,memiliki pengalaman mengajar di luar negeri,jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : kimia bahasa : inggris kriteria : menyediakan umpan balik konstruktif untuk membantu siswa memperbaiki pemahaman mereka,3.0
173,memiliki kreativitas dalam merancang aktivitas pembelajaran yang menarik dan relevan dengan kehidupan sehari-hari,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : matematika dan fisika bahasa : indonesia kriteria : energetik dan dinamis dalam menyampaikan materi agar menarik perhatian siswa,4.0
174,"bersikap komunikatif , ramah , dan mudah didekati oleh siswa","jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : biologi bahasa : inggris kriteria : bersikap komunikatif , ramah , dan bersikap hangat terhadap siswa",5.0
175,"berpengalaman dalam memberikan penjelasan yang jelas , interaktif , dan mendukung kemajuan siswa",jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : kimia bahasa : indonesia dan inggris kriteria : memiliki pemahaman yang mendalam terhadap materi yang diajarkan,4.0
176,fleksibel dalam menyampaikan materi sesuai dengan gaya belajar siswa,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : matematika bahasa : indonesia kriteria : fleksibel dan responsif terhadap kebutuhan individual serta gaya belajar siswa,5.0
177,mampu membangun hubungan yang baik dengan siswa dan menciptakan lingkungan belajar yang positif,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : fisika bahasa : inggris kriteria : mendorong siswa untuk mencapai potensi maksimal mereka melalui dorongan positif dan motivasi yang berkelanjutan,4.0
178,"bersikap komunikatif , ramah , dan mudah didekati oleh siswa",jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : biologi bahasa : indonesia dan inggris kriteria : memiliki kemampuan komunikasi yang baik untuk menjelaskan konsep-konsep yang kompleks dengan cara yang mudah dipahami,4.0
179,memiliki kecerdasan emosional yang tinggi dan mampu memberikan dukungan emosional kepada siswa,"jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : kimia bahasa : indonesia kriteria : berpengalaman dalam mengajar dengan pendekatan yang interaktif , memperhatikan kemajuan siswa secara personal , dan mendukung perkembangan mereka secara holistik",4.0
180,"sehat jasmani & rohani , sabar , memiliki pengalaman sukses mendampingi peserta yang lolos snbt , dan komunikatif",jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : matematika bahasa : indonesia dan inggris kriteria : menyediakan bimbingan yang terstruktur serta memberikan dorongan positif untuk meningkatkan kepercayaan diri siswa,3.0
181,mendorong siswa untuk mencapai potensi maksimal mereka melalui motivasi dan dorongan positif,jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : fisika bahasa : indonesia kriteria : komunikatif dan responsif terhadap pertanyaan serta kebutuhan individu siswa,4.0
182,memiliki kemampuan komunikasi yang baik untuk menjelaskan konsep-konsep yang kompleks dengan cara yang mudah dipahami,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : inggris kriteria : memiliki kreativitas dalam merancang aktivitas pembelajaran yang menarik dan relevan dengan kehidupan sehari-hari,4.0
183,memiliki pemahaman yang mendalam terhadap materi yang diajarkan,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : indonesia kriteria : telaten dalam memberikan bimbingan individual kepada siswa yang membutuhkan,4.0
184,telaten dalam memberikan umpan balik konstruktif untuk memperbaiki pemahaman siswa,jenis kelamin : laki-laki provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika dan fisika bahasa : indonesia dan inggris kriteria : memiliki integritas tinggi dalam menjaga standar etika serta profesionalisme dalam lingkungan pembelajaran,4.0
185,memiliki integritas tinggi dan menjaga standar etika serta profesionalisme dalam lingkungan pembelajaran,jenis kelamin : perempuan provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : indonesia dan inggris kriteria : berpengalaman dalam mengajar dengan pendekatan yang interaktif dan mendukung kemajuan siswa secara personal,4.0
186,telaten dalam memberikan bimbingan individual kepada siswa yang membutuhkan,jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : magelang interest : kimia bahasa : inggris kriteria : menyediakan umpan balik konstruktif untuk membantu siswa memperbaiki pemahaman mereka,4.0
187,telaten dalam memberikan bimbingan individual kepada siswa yang membutuhkan,jenis kelamin : perempuan provinsi : daerah istimewa yogyakarta kabupaten/kota : yogyakarta interest : matematika dan fisika bahasa : indonesia kriteria : energetik dan dinamis dalam menyampaikan materi agar menarik perhatian siswa,4.0
188,memiliki penguasaan materi yang mendalam dan mampu menjelaskan konsep-konsep yang kompleks dengan cara yang mudah dipahami,"jenis kelamin : laki-laki provinsi : jawa tengah kabupaten/kota : solo interest : biologi bahasa : inggris kriteria : bersikap komunikatif , ramah , dan bersikap hangat terhadap siswa",3.0
